Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIME,HR,CPM,
2019-06-15 20-37-43,150,0,2019-06-15 20-37-42,177,0,2019-06-15 20-37-46,205,0,
2019-06-15 20-37-44,153,0,2019-06-15 20-37-43,177,0,2019-06-15 20-37-47,205,0,
2019-06-15 20-37-45,152,0,2019-06-15 20-37-44,178,0,2019-06-15 20-37-48,205,0,
2019-06-15 20-37-46,151,0,2019-06-15 20-37-45,178,0,2019-06-15 20-37-49,205,0,
2019-06-15 20-37-47,151,0,2019-06-15 20-37-46,179,0,2019-06-15 20-37-50,205,0,
2019-06-15 20-37-48,150,0,2019-06-15 20-37-47,179,0,2019-06-15 20-37-51,205,0,
2019-06-15 20-37-49,151,0,2019-06-15 20-37-48,179,0,2019-06-15 20-37-52,205,0,
2019-06-15 20-37-50,150,0,2019-06-15 20-37-49,179,0,2019-06-15 20-37-53,205,0,
2019-06-15 20-37-51,150,0,2019-06-15 20-37-50,179,0,2019-06-15 20-37-54,205,0,
2019-06-15 20-37-52,149,0,2019-06-15 20-37-51,179,0,2019-06-15 20-37-55,205,0,
2019-06-15 20-37-53,149,0,2019-06-15 20-37-52,179,0,2019-06-15 20-37-56,205,0,
2019-06-15 20-37-54,150,0,2019-06-15 20-37-53,179,0,2019-06-15 20-37-57,204,0,
2019-06-15 20-37-55,152,0,2019-06-15 20-37-54,179,0,2019-06-15 20-37-58,204,0,
2019-06-15 20-37-56,154,0,2019-06-15 20-37-55,179,0,2019-06-15 20-37-59,204,0,
2019-06-15 20-37-57,156,0,2019-06-15 20-37-56,179,0,2019-06-15 20-38-00,204,0,
2019-06-15 20-37-58,157,0,2019-06-15 20-37-57,179,0,2019-06-15 20-38-01,203,0,
2019-06-15 20-37-59,158,0,2019-06-15 20-37-58,179,0,2019-06-15 20-38-02,203,0,
2019-06-15 20-38-00,160,0,2019-06-15 20-37-59,179,0,2019-06-15 20-38-03,203,0,
2019-06-15 20-38-01,161,0,2019-06-15 20-38-00,179,0,2019-06-15 20-38-04,202,0,
2019-06-15 20-38-02,161,0,2019-06-15 20-38-01,178,0,2019-06-15 20-38-05,202,0,
2019-06-15 20-38-03,161,0,2019-06-15 20-38-02,178,0,2019-06-15 20-38-06,202,0,
2019-06-15 20-38-04,162,0,2019-06-15 20-38-03,178,0,2019-06-15 20-38-07,202,0,
2019-06-15 20-38-05,161,0,2019-06-15 20-38-04,178,0,2019-06-15 20-38-08,202,0,
2019-06-15 20-38-06,161,0,2019-06-15 20-38-05,180,0,2019-06-15 20-38-09,201,0,
2019-06-15 20-38-07,160,0,2019-06-15 20-38-06,180,0,2019-06-15 20-38-10,201,0,
2019-06-15 20-38-08,159,0,2019-06-15 20-38-07,180,0,2019-06-15 20-38-11,201,0,
2019-06-15 20-38-09,159,0,2019-06-15 20-38-08,182,0,2019-06-15 20-38-12,200,0,
2019-06-15 20-38-10,160,0,2019-06-15 20-38-09,182,0,2019-06-15 20-38-13,199,0,
2019-06-15 20-38-11,162,0,2019-06-15 20-38-10,184,0,2019-06-15 20-38-14,199,0,
2019-06-15 20-38-12,164,0,2019-06-15 20-38-11,185,0,2019-06-15 20-38-15,198,0,
2019-06-15 20-38-13,166,0,2019-06-15 20-38-12,185,0,2019-06-15 20-38-16,197,0,
2019-06-15 20-38-14,164,0,2019-06-15 20-38-13,184,0,2019-06-15 20-38-17,196,0,
2019-06-15 20-38-15,166,0,2019-06-15 20-38-14,183,0,2019-06-15 20-38-18,196,0,
