Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,Fitbeans,
TIME,HR,CPM,TIME,HR,CPM,TIM,HR,CPM,TIME,HR,CPM,
2019-06-12 11-08-35,174,0,2019-06-12 11-08-36,169,0,2019-06-12 11-08-36,169,0,2019-06-12 11-08-36,162,0,
2019-06-12 11-08-36,173,0,2019-06-12 11-08-37,169,0,2019-06-12 11-08-37,169,0,2019-06-12 11-08-37,162,0,
2019-06-12 11-08-37,172,0,2019-06-12 11-08-38,168,0,2019-06-12 11-08-38,168,0,2019-06-12 11-08-38,161,0,
2019-06-12 11-08-38,172,0,2019-06-12 11-08-39,167,0,2019-06-12 11-08-39,168,0,2019-06-12 11-08-39,162,0,
2019-06-12 11-08-39,172,0,2019-06-12 11-08-40,167,0,2019-06-12 11-08-40,168,0,2019-06-12 11-08-40,162,0,
2019-06-12 11-08-40,172,0,2019-06-12 11-08-41,166,0,2019-06-12 11-08-41,168,0,2019-06-12 11-08-41,162,0,
2019-06-12 11-08-41,172,0,2019-06-12 11-08-42,166,0,2019-06-12 11-08-42,168,0,2019-06-12 11-08-42,163,0,
2019-06-12 11-08-42,171,0,2019-06-12 11-08-43,166,0,2019-06-12 11-08-43,168,0,2019-06-12 11-08-43,163,0,
2019-06-12 11-08-43,171,0,2019-06-12 11-08-44,166,0,2019-06-12 11-08-44,167,0,2019-06-12 11-08-44,163,0,
2019-06-12 11-08-44,171,0,2019-06-12 11-08-45,165,0,2019-06-12 11-08-45,167,0,2019-06-12 11-08-45,163,0,
2019-06-12 11-08-45,170,0,2019-06-12 11-08-46,165,0,2019-06-12 11-08-46,167,0,2019-06-12 11-08-46,163,0,
2019-06-12 11-08-46,170,0,2019-06-12 11-08-47,165,0,2019-06-12 11-08-47,167,0,2019-06-12 11-08-47,163,0,
2019-06-12 11-08-47,170,0,2019-06-12 11-08-48,164,0,2019-06-12 11-08-48,166,0,2019-06-12 11-08-48,164,0,
2019-06-12 11-08-48,170,0,2019-06-12 11-08-49,164,0,2019-06-12 11-08-49,166,0,2019-06-12 11-08-49,164,0,
2019-06-12 11-08-49,169,0,2019-06-12 11-08-50,163,0,2019-06-12 11-08-50,166,0,2019-06-12 11-08-50,163,0,
2019-06-12 11-08-50,170,0,2019-06-12 11-08-51,162,0,2019-06-12 11-08-51,166,0,2019-06-12 11-08-51,164,0,
2019-06-12 11-08-51,170,0,2019-06-12 11-08-52,162,0,2019-06-12 11-08-52,166,0,2019-06-12 11-08-52,164,0,
2019-06-12 11-08-52,169,0,2019-06-12 11-08-53,162,0,2019-06-12 11-08-53,165,0,2019-06-12 11-08-53,164,0,
2019-06-12 11-08-53,169,0,2019-06-12 11-08-54,162,0,2019-06-12 11-08-54,164,0,2019-06-12 11-08-54,164,0,
2019-06-12 11-08-54,169,0,2019-06-12 11-08-55,161,0,2019-06-12 11-08-55,163,0,2019-06-12 11-08-55,163,0,
2019-06-12 11-08-55,169,0,2019-06-12 11-08-56,160,0,2019-06-12 11-08-56,162,0,2019-06-12 11-08-56,163,0,
2019-06-12 11-08-56,168,0,2019-06-12 11-08-57,160,0,2019-06-12 11-08-57,161,0,2019-06-12 11-08-57,163,0,
2019-06-12 11-08-57,168,0,2019-06-12 11-08-58,160,0,2019-06-12 11-08-58,161,0,2019-06-12 11-08-58,164,0,
2019-06-12 11-08-58,168,0,2019-06-12 11-08-59,160,0,2019-06-12 11-08-59,161,0,2019-06-12 11-08-59,165,0,
2019-06-12 11-08-59,168,0,2019-06-12 11-09-00,161,0,2019-06-12 11-09-00,162,0,2019-06-12 11-09-00,165,0,
2019-06-12 11-09-00,168,0,2019-06-12 11-09-01,161,0,2019-06-12 11-09-01,162,0,2019-06-12 11-09-01,166,0,
2019-06-12 11-09-01,168,0,2019-06-12 11-09-02,160,0,2019-06-12 11-09-02,161,0,2019-06-12 11-09-02,166,0,
2019-06-12 11-09-02,168,0,2019-06-12 11-09-03,160,0,2019-06-12 11-09-03,161,0,2019-06-12 11-09-03,166,0,
2019-06-12 11-09-03,168,0,2019-06-12 11-09-04,160,0,2019-06-12 11-09-04,160,0,2019-06-12 11-09-04,166,0,
2019-06-12 11-09-04,168,0,2019-06-12 11-09-05,160,0,2019-06-12 11-09-05,160,0,2019-06-12 11-09-05,166,0,
2019-06-12 11-09-05,168,0,2019-06-12 11-09-06,160,0,2019-06-12 11-09-06,160,0,2019-06-12 11-09-06,166,0,
2019-06-12 11-09-06,167,0,2019-06-12 11-09-07,160,0,2019-06-12 11-09-07,160,0,2019-06-12 11-09-07,166,0,
2019-06-12 11-09-07,167,0,2019-06-12 11-09-08,160,0,2019-06-12 11-09-08,160,0,2019-06-12 11-09-08,166,0,
2019-06-12 11-09-08,167,0,2019-06-12 11-09-09,160,0,2019-06-12 11-09-09,160,0,2019-06-12 11-09-09,166,0,
2019-06-12 11-09-09,167,0,2019-06-12 11-09-10,160,0,2019-06-12 11-09-10,160,0,2019-06-12 11-09-10,166,0,
2019-06-12 11-09-10,167,0,2019-06-12 11-09-11,160,0,2019-06-12 11-09-11,160,0,2019-06-12 11-09-11,165,0,
2019-06-12 11-09-11,166,0,2019-06-12 11-09-12,159,0,2019-06-12 11-09-12,160,0,2019-06-12 11-09-12,165,0,
2019-06-12 11-09-12,166,0,2019-06-12 11-09-13,159,0,2019-06-12 11-09-13,160,0,2019-06-12 11-09-13,165,0,
2019-06-12 11-09-13,166,0,2019-06-12 11-09-14,159,0,2019-06-12 11-09-14,160,0,2019-06-12 11-09-14,165,0,
2019-06-12 11-09-14,166,0,2019-06-12 11-09-15,159,0,2019-06-12 11-09-15,160,0,2019-06-12 11-09-15,165,0,
2019-06-12 11-09-15,166,0,2019-06-12 11-09-16,159,0,2019-06-12 11-09-16,160,0,2019-06-12 11-09-16,165,0,
2019-06-12 11-09-16,166,0,2019-06-12 11-09-17,159,0,2019-06-12 11-09-17,160,0,2019-06-12 11-09-17,165,0,
2019-06-12 11-09-17,166,0,2019-06-12 11-09-18,159,0,2019-06-12 11-09-18,160,0,2019-06-12 11-09-18,164,0,
2019-06-12 11-09-18,166,0,2019-06-12 11-09-19,159,0,2019-06-12 11-09-19,160,0,2019-06-12 11-09-19,164,0,
2019-06-12 11-09-19,166,0,2019-06-12 11-09-20,160,0,2019-06-12 11-09-20,160,0,2019-06-12 11-09-20,164,0,
2019-06-12 11-09-20,166,0,2019-06-12 11-09-21,160,0,2019-06-12 11-09-21,161,0,2019-06-12 11-09-21,164,0,
2019-06-12 11-09-21,165,0,2019-06-12 11-09-22,161,0,2019-06-12 11-09-22,161,0,2019-06-12 11-09-22,165,0,
2019-06-12 11-09-22,165,0,2019-06-12 11-09-23,160,0,2019-06-12 11-09-23,161,0,2019-06-12 11-09-23,165,0,
2019-06-12 11-09-23,165,0,2019-06-12 11-09-24,160,0,2019-06-12 11-09-24,161,0,2019-06-12 11-09-24,165,0,
2019-06-12 11-09-24,165,0,2019-06-12 11-09-25,160,0,2019-06-12 11-09-25,160,0,2019-06-12 11-09-25,165,0,
2019-06-12 11-09-25,165,0,2019-06-12 11-09-26,160,0,2019-06-12 11-09-26,160,0,2019-06-12 11-09-26,165,0,
2019-06-12 11-09-26,165,0,2019-06-12 11-09-27,160,0,2019-06-12 11-09-27,160,0,2019-06-12 11-09-27,165,0,
2019-06-12 11-09-27,165,0,2019-06-12 11-09-28,160,0,2019-06-12 11-09-28,160,0,2019-06-12 11-09-28,165,0,
2019-06-12 11-09-28,165,0,2019-06-12 11-09-29,160,0,2019-06-12 11-09-29,160,0,2019-06-12 11-09-29,165,0,
2019-06-12 11-09-29,164,0,2019-06-12 11-09-30,160,0,2019-06-12 11-09-30,160,0,2019-06-12 11-09-30,165,0,
2019-06-12 11-09-30,164,0,2019-06-12 11-09-31,160,0,2019-06-12 11-09-31,160,0,2019-06-12 11-09-31,164,0,
2019-06-12 11-09-31,163,0,2019-06-12 11-09-32,160,0,2019-06-12 11-09-32,159,0,2019-06-12 11-09-32,164,0,
2019-06-12 11-09-32,163,0,2019-06-12 11-09-33,160,0,2019-06-12 11-09-33,159,0,2019-06-12 11-09-33,164,0,
2019-06-12 11-09-33,162,0,2019-06-12 11-09-34,159,0,2019-06-12 11-09-34,159,0,2019-06-12 11-09-34,164,0,
2019-06-12 11-09-34,162,0,2019-06-12 11-09-35,157,0,2019-06-12 11-09-35,159,0,2019-06-12 11-09-35,164,0,
2019-06-12 11-09-35,163,0,2019-06-12 11-09-36,157,0,2019-06-12 11-09-36,159,0,2019-06-12 11-09-36,164,0,
2019-06-12 11-09-36,162,0,2019-06-12 11-09-37,156,0,2019-06-12 11-09-37,159,0,2019-06-12 11-09-37,164,0,
2019-06-12 11-09-37,162,0,2019-06-12 11-09-38,156,0,2019-06-12 11-09-38,159,0,2019-06-12 11-09-38,164,0,
2019-06-12 11-09-38,161,0,2019-06-12 11-09-39,155,0,2019-06-12 11-09-39,160,0,2019-06-12 11-09-39,164,0,
2019-06-12 11-09-39,161,0,2019-06-12 11-09-40,154,0,2019-06-12 11-09-40,160,0,2019-06-12 11-09-40,164,0,
2019-06-12 11-09-40,161,0,2019-06-12 11-09-41,156,0,2019-06-12 11-09-41,159,0,2019-06-12 11-09-41,164,0,
2019-06-12 11-09-41,161,0,2019-06-12 11-09-42,157,0,2019-06-12 11-09-42,159,0,2019-06-12 11-09-42,164,0,
2019-06-12 11-09-42,161,0,2019-06-12 11-09-43,157,0,2019-06-12 11-09-43,159,0,2019-06-12 11-09-43,164,0,
2019-06-12 11-09-43,161,0,2019-06-12 11-09-44,158,0,2019-06-12 11-09-44,159,0,2019-06-12 11-09-44,164,0,
2019-06-12 11-09-44,160,0,2019-06-12 11-09-45,158,0,2019-06-12 11-09-45,159,0,2019-06-12 11-09-45,164,0,
2019-06-12 11-09-45,160,0,2019-06-12 11-09-46,158,0,2019-06-12 11-09-46,159,0,2019-06-12 11-09-46,163,0,
2019-06-12 11-09-46,160,0,2019-06-12 11-09-47,158,0,2019-06-12 11-09-47,159,0,2019-06-12 11-09-47,163,0,
2019-06-12 11-09-47,160,0,2019-06-12 11-09-48,158,0,2019-06-12 11-09-48,159,0,2019-06-12 11-09-48,163,0,
2019-06-12 11-09-48,160,0,2019-06-12 11-09-49,158,0,2019-06-12 11-09-49,159,0,2019-06-12 11-09-49,163,0,
2019-06-12 11-09-49,160,0,2019-06-12 11-09-50,158,0,2019-06-12 11-09-50,159,0,2019-06-12 11-09-50,163,0,
2019-06-12 11-09-50,160,0,2019-06-12 11-09-51,161,0,2019-06-12 11-09-51,159,0,2019-06-12 11-09-51,163,0,
2019-06-12 11-09-51,160,0,2019-06-12 11-09-52,161,0,2019-06-12 11-09-52,159,0,2019-06-12 11-09-52,163,0,
2019-06-12 11-09-52,160,0,2019-06-12 11-09-53,161,0,2019-06-12 11-09-53,159,0,2019-06-12 11-09-53,164,0,
2019-06-12 11-09-53,161,0,2019-06-12 11-09-54,161,0,2019-06-12 11-09-54,159,0,2019-06-12 11-09-54,164,0,
2019-06-12 11-09-54,161,0,2019-06-12 11-09-55,160,0,2019-06-12 11-09-55,159,0,2019-06-12 11-09-55,164,0,
2019-06-12 11-09-55,160,0,2019-06-12 11-09-56,160,0,2019-06-12 11-09-56,159,0,2019-06-12 11-09-56,164,0,
2019-06-12 11-09-56,160,0,2019-06-12 11-09-57,160,0,2019-06-12 11-09-57,159,0,2019-06-12 11-09-57,164,0,
2019-06-12 11-09-57,160,0,2019-06-12 11-09-58,160,0,2019-06-12 11-09-58,159,0,2019-06-12 11-09-58,164,0,
2019-06-12 11-09-58,160,0,2019-06-12 11-09-59,160,0,2019-06-12 11-09-59,160,0,2019-06-12 11-09-59,165,0,
2019-06-12 11-09-59,161,0,2019-06-12 11-10-00,160,0,2019-06-12 11-10-00,160,0,2019-06-12 11-10-00,165,0,
2019-06-12 11-10-00,161,0,2019-06-12 11-10-01,160,0,2019-06-12 11-10-01,159,0,2019-06-12 11-10-01,165,0,
2019-06-12 11-10-01,162,0,2019-06-12 11-10-02,160,0,2019-06-12 11-10-02,158,0,2019-06-12 11-10-02,165,0,
2019-06-12 11-10-02,161,0,2019-06-12 11-10-03,160,0,2019-06-12 11-10-03,158,0,2019-06-12 11-10-03,165,0,
2019-06-12 11-10-03,162,0,2019-06-12 11-10-04,160,0,2019-06-12 11-10-04,158,0,2019-06-12 11-10-04,165,0,
2019-06-12 11-10-04,162,0,2019-06-12 11-10-05,160,0,2019-06-12 11-10-05,158,0,2019-06-12 11-10-05,165,0,
2019-06-12 11-10-05,162,0,2019-06-12 11-10-06,160,0,2019-06-12 11-10-06,158,0,2019-06-12 11-10-06,165,0,
2019-06-12 11-10-06,162,0,2019-06-12 11-10-07,159,0,2019-06-12 11-10-07,158,0,2019-06-12 11-10-07,165,0,
2019-06-12 11-10-07,162,0,2019-06-12 11-10-07,159,0,2019-06-12 11-10-08,158,0,2019-06-12 11-10-08,165,0,
2019-06-12 11-10-08,162,0,2019-06-12 11-10-09,159,0,2019-06-12 11-10-09,159,0,2019-06-12 11-10-09,165,0,
2019-06-12 11-10-09,162,0,2019-06-12 11-10-10,158,0,2019-06-12 11-10-10,159,0,2019-06-12 11-10-10,165,0,
2019-06-12 11-10-10,162,0,2019-06-12 11-10-10,158,0,2019-06-12 11-10-11,159,0,2019-06-12 11-10-11,165,0,
2019-06-12 11-10-11,162,0,2019-06-12 11-10-11,158,0,2019-06-12 11-10-12,159,0,2019-06-12 11-10-12,165,0,
2019-06-12 11-10-12,162,0,2019-06-12 11-10-12,158,0,2019-06-12 11-10-13,159,0,2019-06-12 11-10-13,165,0,
2019-06-12 11-10-13,162,0,2019-06-12 11-10-13,158,0,2019-06-12 11-10-14,159,0,2019-06-12 11-10-14,164,0,
2019-06-12 11-10-14,163,0,2019-06-12 11-10-14,158,0,2019-06-12 11-10-15,159,0,2019-06-12 11-10-15,164,0,
2019-06-12 11-10-15,162,0,2019-06-12 11-10-15,158,0,2019-06-12 11-10-16,159,0,2019-06-12 11-10-16,164,0,
2019-06-12 11-10-16,163,0,2019-06-12 11-10-16,158,0,2019-06-12 11-10-17,159,0,2019-06-12 11-10-17,164,0,
2019-06-12 11-10-17,163,0,2019-06-12 11-10-17,158,0,2019-06-12 11-10-18,159,0,2019-06-12 11-10-18,164,0,
2019-06-12 11-10-18,162,0,2019-06-12 11-10-18,158,0,2019-06-12 11-10-19,159,0,2019-06-12 11-10-19,164,0,
2019-06-12 11-10-19,162,0,2019-06-12 11-10-19,158,0,2019-06-12 11-10-20,158,0,2019-06-12 11-10-20,164,0,
2019-06-12 11-10-20,162,0,2019-06-12 11-10-20,157,0,2019-06-12 11-10-21,157,0,2019-06-12 11-10-21,164,0,
2019-06-12 11-10-21,161,0,2019-06-12 11-10-21,157,0,2019-06-12 11-10-22,156,0,2019-06-12 11-10-22,164,0,
2019-06-12 11-10-22,161,0,2019-06-12 11-10-22,156,0,2019-06-12 11-10-23,157,0,2019-06-12 11-10-23,163,0,
2019-06-12 11-10-23,161,0,2019-06-12 11-10-23,156,0,2019-06-12 11-10-24,157,0,2019-06-12 11-10-24,163,0,
2019-06-12 11-10-24,161,0,2019-06-12 11-10-24,156,0,2019-06-12 11-10-25,157,0,2019-06-12 11-10-25,163,0,
2019-06-12 11-10-25,161,0,2019-06-12 11-10-25,156,0,2019-06-12 11-10-26,157,0,2019-06-12 11-10-26,163,0,
2019-06-12 11-10-26,161,0,2019-06-12 11-10-26,157,0,2019-06-12 11-10-27,158,0,2019-06-12 11-10-27,162,0,
2019-06-12 11-10-27,161,0,2019-06-12 11-10-27,157,0,2019-06-12 11-10-28,158,0,2019-06-12 11-10-28,162,0,
2019-06-12 11-10-28,160,0,2019-06-12 11-10-28,158,0,2019-06-12 11-10-29,157,0,2019-06-12 11-10-29,162,0,
2019-06-12 11-10-29,159,0,2019-06-12 11-10-29,157,0,2019-06-12 11-10-30,157,0,2019-06-12 11-10-30,162,0,
2019-06-12 11-10-30,158,0,2019-06-12 11-10-30,157,0,2019-06-12 11-10-31,157,0,2019-06-12 11-10-31,162,0,
2019-06-12 11-10-31,158,0,2019-06-12 11-10-31,157,0,2019-06-12 11-10-32,157,0,2019-06-12 11-10-32,161,0,
2019-06-12 11-10-32,158,0,2019-06-12 11-10-32,158,0,2019-06-12 11-10-33,158,0,2019-06-12 11-10-33,161,0,
2019-06-12 11-10-33,158,0,2019-06-12 11-10-33,158,0,2019-06-12 11-10-34,158,0,2019-06-12 11-10-34,161,0,
2019-06-12 11-10-34,158,0,2019-06-12 11-10-34,158,0,2019-06-12 11-10-35,158,0,2019-06-12 11-10-35,161,0,
2019-06-12 11-10-35,158,0,2019-06-12 11-10-35,157,0,2019-06-12 11-10-36,157,0,2019-06-12 11-10-36,161,0,
2019-06-12 11-10-36,158,0,2019-06-12 11-10-36,157,0,2019-06-12 11-10-37,158,0,2019-06-12 11-10-37,161,0,
2019-06-12 11-10-37,158,0,2019-06-12 11-10-37,158,0,2019-06-12 11-10-38,158,0,2019-06-12 11-10-38,161,0,
2019-06-12 11-10-37,158,0,2019-06-12 11-10-38,158,0,2019-06-12 11-10-39,158,0,2019-06-12 11-10-39,161,0,
2019-06-12 11-10-39,158,0,2019-06-12 11-10-39,158,0,2019-06-12 11-10-40,158,0,2019-06-12 11-10-40,161,0,
2019-06-12 11-10-40,158,0,2019-06-12 11-10-40,158,0,2019-06-12 11-10-41,159,0,2019-06-12 11-10-41,161,0,
2019-06-12 11-10-40,160,0,2019-06-12 11-10-41,158,0,2019-06-12 11-10-42,159,0,2019-06-12 11-10-42,161,0,
2019-06-12 11-10-41,159,0,2019-06-12 11-10-42,158,0,2019-06-12 11-10-43,159,0,2019-06-12 11-10-43,161,0,
2019-06-12 11-10-42,160,0,2019-06-12 11-10-43,158,0,2019-06-12 11-10-44,159,0,2019-06-12 11-10-44,161,0,
2019-06-12 11-10-43,160,0,2019-06-12 11-10-44,158,0,2019-06-12 11-10-45,159,0,2019-06-12 11-10-45,161,0,
2019-06-12 11-10-44,160,0,2019-06-12 11-10-45,158,0,2019-06-12 11-10-46,158,0,2019-06-12 11-10-46,161,0,
2019-06-12 11-10-45,160,0,2019-06-12 11-10-46,158,0,2019-06-12 11-10-47,158,0,2019-06-12 11-10-47,161,0,
2019-06-12 11-10-46,160,0,2019-06-12 11-10-47,158,0,2019-06-12 11-10-48,158,0,2019-06-12 11-10-48,161,0,
2019-06-12 11-10-47,160,0,2019-06-12 11-10-48,158,0,2019-06-12 11-10-49,158,0,2019-06-12 11-10-49,161,0,
2019-06-12 11-10-48,160,0,2019-06-12 11-10-49,158,0,2019-06-12 11-10-50,158,0,2019-06-12 11-10-50,160,0,
2019-06-12 11-10-49,159,0,2019-06-12 11-10-50,158,0,2019-06-12 11-10-51,158,0,2019-06-12 11-10-51,160,0,
2019-06-12 11-10-50,159,0,2019-06-12 11-10-51,158,0,2019-06-12 11-10-52,158,0,2019-06-12 11-10-52,160,0,
2019-06-12 11-10-51,160,0,2019-06-12 11-10-52,158,0,2019-06-12 11-10-53,158,0,2019-06-12 11-10-53,160,0,
2019-06-12 11-10-52,160,0,2019-06-12 11-10-53,158,0,2019-06-12 11-10-54,160,0,2019-06-12 11-10-54,162,0,
2019-06-12 11-10-53,161,0,2019-06-12 11-10-54,158,0,2019-06-12 11-10-55,160,0,2019-06-12 11-10-55,163,0,
2019-06-12 11-10-54,161,0,2019-06-12 11-10-55,158,0,2019-06-12 11-10-56,160,0,2019-06-12 11-10-56,163,0,
2019-06-12 11-10-55,161,0,2019-06-12 11-10-56,158,0,2019-06-12 11-10-57,159,0,2019-06-12 11-10-57,163,0,
2019-06-12 11-10-56,161,0,2019-06-12 11-10-57,158,0,2019-06-12 11-10-58,159,0,2019-06-12 11-10-58,162,0,
2019-06-12 11-10-57,161,0,2019-06-12 11-10-58,158,0,2019-06-12 11-10-59,159,0,2019-06-12 11-10-59,162,0,
2019-06-12 11-10-58,162,0,2019-06-12 11-10-59,158,0,2019-06-12 11-10-59,159,0,2019-06-12 11-11-00,161,0,
2019-06-12 11-10-59,162,0,2019-06-12 11-11-00,157,0,2019-06-12 11-11-00,159,0,2019-06-12 11-11-01,161,0,
2019-06-12 11-11-00,162,0,2019-06-12 11-11-01,159,0,2019-06-12 11-11-01,159,0,2019-06-12 11-11-02,162,0,
2019-06-12 11-11-01,162,0,2019-06-12 11-11-02,159,0,2019-06-12 11-11-02,159,0,2019-06-12 11-11-03,162,0,
2019-06-12 11-11-02,162,0,2019-06-12 11-11-03,159,0,2019-06-12 11-11-03,159,0,2019-06-12 11-11-04,162,0,
2019-06-12 11-11-03,162,0,2019-06-12 11-11-04,159,0,2019-06-12 11-11-04,159,0,2019-06-12 11-11-05,162,0,
2019-06-12 11-11-04,162,0,2019-06-12 11-11-05,159,0,2019-06-12 11-11-05,159,0,2019-06-12 11-11-06,162,0,
2019-06-12 11-11-05,162,0,2019-06-12 11-11-06,159,0,2019-06-12 11-11-06,158,0,2019-06-12 11-11-07,162,0,
2019-06-12 11-11-06,162,0,2019-06-12 11-11-07,159,0,2019-06-12 11-11-07,158,0,2019-06-12 11-11-08,162,0,
2019-06-12 11-11-07,162,0,2019-06-12 11-11-08,159,0,2019-06-12 11-11-08,158,0,2019-06-12 11-11-09,162,0,
2019-06-12 11-11-08,162,0,2019-06-12 11-11-09,159,0,2019-06-12 11-11-09,158,0,2019-06-12 11-11-10,162,0,
2019-06-12 11-11-09,161,0,2019-06-12 11-11-10,159,0,2019-06-12 11-11-10,158,0,2019-06-12 11-11-11,162,0,
2019-06-12 11-11-10,161,0,2019-06-12 11-11-11,158,0,2019-06-12 11-11-11,158,0,2019-06-12 11-11-12,162,0,
2019-06-12 11-11-11,160,0,2019-06-12 11-11-12,158,0,2019-06-12 11-11-12,158,0,2019-06-12 11-11-13,161,0,
2019-06-12 11-11-12,160,0,2019-06-12 11-11-13,158,0,2019-06-12 11-11-13,158,0,2019-06-12 11-11-14,161,0,
2019-06-12 11-11-13,160,0,2019-06-12 11-11-14,158,0,2019-06-12 11-11-14,158,0,2019-06-12 11-11-15,160,0,
2019-06-12 11-11-14,160,0,2019-06-12 11-11-15,158,0,2019-06-12 11-11-15,158,0,2019-06-12 11-11-16,160,0,
2019-06-12 11-11-15,160,0,2019-06-12 11-11-16,158,0,2019-06-12 11-11-16,158,0,2019-06-12 11-11-17,159,0,
2019-06-12 11-11-16,160,0,2019-06-12 11-11-17,158,0,2019-06-12 11-11-17,157,0,2019-06-12 11-11-18,159,0,
2019-06-12 11-11-17,160,0,2019-06-12 11-11-18,158,0,2019-06-12 11-11-18,158,0,2019-06-12 11-11-19,159,0,
2019-06-12 11-11-18,160,0,2019-06-12 11-11-19,158,0,2019-06-12 11-11-19,158,0,2019-06-12 11-11-20,159,0,
2019-06-12 11-11-19,160,0,2019-06-12 11-11-20,158,0,2019-06-12 11-11-20,158,0,2019-06-12 11-11-21,159,0,
2019-06-12 11-11-20,161,0,2019-06-12 11-11-21,158,0,2019-06-12 11-11-21,158,0,2019-06-12 11-11-22,160,0,
2019-06-12 11-11-21,161,0,2019-06-12 11-11-22,158,0,2019-06-12 11-11-22,158,0,2019-06-12 11-11-23,160,0,
2019-06-12 11-11-22,162,0,2019-06-12 11-11-23,158,0,2019-06-12 11-11-23,161,0,2019-06-12 11-11-24,161,0,
2019-06-12 11-11-23,162,0,2019-06-12 11-11-24,161,0,2019-06-12 11-11-24,161,0,2019-06-12 11-11-25,161,0,
2019-06-12 11-11-24,162,0,2019-06-12 11-11-25,162,0,2019-06-12 11-11-25,161,0,2019-06-12 11-11-26,161,0,
2019-06-12 11-11-25,163,0,2019-06-12 11-11-26,162,0,2019-06-12 11-11-26,161,0,2019-06-12 11-11-27,160,0,
2019-06-12 11-11-26,163,0,2019-06-12 11-11-27,162,0,2019-06-12 11-11-27,160,0,2019-06-12 11-11-28,159,0,
2019-06-12 11-11-27,163,0,2019-06-12 11-11-28,163,0,2019-06-12 11-11-28,160,0,2019-06-12 11-11-29,159,0,
2019-06-12 11-11-28,163,0,2019-06-12 11-11-29,163,0,2019-06-12 11-11-29,161,0,2019-06-12 11-11-30,158,0,
2019-06-12 11-11-29,163,0,2019-06-12 11-11-30,163,0,2019-06-12 11-11-30,162,0,2019-06-12 11-11-31,160,0,
2019-06-12 11-11-30,163,0,2019-06-12 11-11-31,163,0,2019-06-12 11-11-31,161,0,2019-06-12 11-11-32,160,0,
2019-06-12 11-11-31,163,0,2019-06-12 11-11-32,162,0,2019-06-12 11-11-32,161,0,2019-06-12 11-11-33,160,0,
2019-06-12 11-11-32,163,0,2019-06-12 11-11-33,162,0,2019-06-12 11-11-33,161,0,2019-06-12 11-11-34,161,0,
2019-06-12 11-11-33,163,0,2019-06-12 11-11-34,162,0,2019-06-12 11-11-34,161,0,2019-06-12 11-11-35,161,0,
2019-06-12 11-11-34,163,0,2019-06-12 11-11-35,162,0,2019-06-12 11-11-35,161,0,2019-06-12 11-11-36,161,0,
2019-06-12 11-11-35,163,0,2019-06-12 11-11-36,162,0,2019-06-12 11-11-36,161,0,2019-06-12 11-11-37,161,0,
2019-06-12 11-11-36,162,0,2019-06-12 11-11-37,162,0,2019-06-12 11-11-37,161,0,2019-06-12 11-11-38,161,0,
2019-06-12 11-11-37,162,0,2019-06-12 11-11-38,162,0,2019-06-12 11-11-38,161,0,2019-06-12 11-11-39,161,0,
2019-06-12 11-11-38,162,0,2019-06-12 11-11-39,161,0,2019-06-12 11-11-39,161,0,2019-06-12 11-11-40,161,0,
2019-06-12 11-11-39,162,0,2019-06-12 11-11-40,161,0,2019-06-12 11-11-40,160,0,2019-06-12 11-11-41,161,0,
2019-06-12 11-11-40,162,0,2019-06-12 11-11-41,161,0,2019-06-12 11-11-41,160,0,2019-06-12 11-11-42,161,0,
2019-06-12 11-11-41,162,0,2019-06-12 11-11-42,161,0,2019-06-12 11-11-42,160,0,2019-06-12 11-11-43,160,0,
2019-06-12 11-11-42,162,0,2019-06-12 11-11-43,161,0,2019-06-12 11-11-43,160,0,2019-06-12 11-11-44,160,0,
2019-06-12 11-11-43,162,0,2019-06-12 11-11-44,160,0,2019-06-12 11-11-44,160,0,2019-06-12 11-11-45,160,0,
2019-06-12 11-11-44,162,0,2019-06-12 11-11-45,160,0,2019-06-12 11-11-45,160,0,2019-06-12 11-11-46,160,0,
2019-06-12 11-11-45,162,0,2019-06-12 11-11-46,160,0,2019-06-12 11-11-46,160,0,2019-06-12 11-11-47,161,0,
2019-06-12 11-11-46,162,0,2019-06-12 11-11-47,160,0,2019-06-12 11-11-47,160,0,2019-06-12 11-11-48,163,0,
2019-06-12 11-11-47,162,0,2019-06-12 11-11-48,160,0,2019-06-12 11-11-48,160,0,2019-06-12 11-11-49,163,0,
2019-06-12 11-11-48,162,0,2019-06-12 11-11-49,160,0,2019-06-12 11-11-49,160,0,2019-06-12 11-11-50,162,0,
2019-06-12 11-11-49,162,0,2019-06-12 11-11-50,160,0,2019-06-12 11-11-50,159,0,2019-06-12 11-11-51,162,0,
2019-06-12 11-11-50,162,0,2019-06-12 11-11-51,160,0,2019-06-12 11-11-51,159,0,2019-06-12 11-11-52,161,0,
2019-06-12 11-11-51,162,0,2019-06-12 11-11-52,160,0,2019-06-12 11-11-52,159,0,2019-06-12 11-11-53,160,0,
2019-06-12 11-11-52,162,0,2019-06-12 11-11-53,160,0,2019-06-12 11-11-53,159,0,2019-06-12 11-11-54,160,0,
2019-06-12 11-11-53,162,0,2019-06-12 11-11-54,160,0,2019-06-12 11-11-54,159,0,2019-06-12 11-11-55,159,0,
2019-06-12 11-11-54,162,0,2019-06-12 11-11-55,159,0,2019-06-12 11-11-55,159,0,2019-06-12 11-11-56,159,0,
